URL,CCPA,gpc_json,usp_string_off,usp_off_version,usp_string_on,usp_on_version,Optanon_w/GPC=off,Optanon_w/GPC=on,packet_gpc_off,packets_gpc_on,percentage_change
fitsmallbusiness.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
chimebank.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
morningbrew.com,TRUE,json_err,0,0,0,0,0,1,869,892,2.646720368
arcamax.com,TRUE,json_err,1YNN,1,1YYN,1,,,825,858,4
bugcrowd.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
showingtime.com,TRUE,NOT_FOUND,0,0,0,0,0,1,1307,1200,-8.18668707
bitrix24.net,TRUE,json_err,0,0,0,0,,,,,
doityourself.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
krqe.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
leidos.com,TRUE,NOT_FOUND,0,0,0,0,0,1,672,885,31.69642857
cloudera.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
myhippo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
channel3000.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
bankofthewest.com,TRUE,json_err,0,0,0,0,,,,,
orvis.com,TRUE,NOT_FOUND,0,0,0,0,0,1,698,934,33.81088825
wavy.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,666,708,6.306306306
informit.com,TRUE,NOT_FOUND,0,0,0,0,0,1,113,173,53.09734513
eyebuydirect.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
themanual.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,883,856,-3.057757644
surlatable.com,TRUE,json_err,0,0,0,0,,,,,
ariat.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sandals.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
personalizationmall.com,TRUE,NOT_FOUND,0,0,0,0,0,1,994,931,-6.338028169
teads.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
spectrumnews1.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
natgeotv.com,TRUE,json_err,1YNY,1,1YYY,1,,,678,1031,52.06489676
uphe.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,755,800,5.960264901
pentair.com,TRUE,json_err,0,0,0,0,0,1,744,795,6.85483871
purple.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
baynews9.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
getletterpress.com,TRUE,json_err,0,0,0,0,,,,,
fox5sandiego.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,693,858,23.80952381
tastecooking.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
myfox8.com,TRUE,NOT_FOUND,4,4,1YYN,1,0,1,845,797,-5.680473373
pe.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
vast.com,TRUE,json_err,0,0,0,0,,,,,
pingtest.net,TRUE,NOT_FOUND,0,0,0,0,,,,,
gmfinancial.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wbaltv.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
skyshowtime.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fitday.com,TRUE,json_err,1---,1,1---,1,0,0,,,
abcotvs.com,TRUE,json_err,0,0,0,0,,,,,
news-press.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
journalnow.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,807,800,-0.867410161
marinsm.com,TRUE,json_err,0,0,0,0,,,,,
lutron.com,TRUE,json_err,0,0,0,0,0,1,778,728,-6.426735219
industryweek.com,TRUE,NOT_FOUND,0,0,0,0,,0,,,
8newsnow.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,864,894,3.472222222
firstcoastnews.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,0,,,
beeradvocate.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
koin.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,953,648,-32.00419727
dominionenergy.com,TRUE,NOT_FOUND,0,0,0,0,0,1,420,569,35.47619048
mediaforge.com,TRUE,json_err,0,0,0,0,,,,,
ussoccer.com,TRUE,NOT_FOUND,1-N-,1,1-N-,1,,,,,
dailypress.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
live365.com,TRUE,NOT_FOUND,0,0,0,0,0,1,816,914,12.00980392
agcocorp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
crowdrise.com,TRUE,json_err,0,0,0,0,,,,,
adpredictive.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
npd.com,TRUE,NOT_FOUND,4,4,4,4,0,1,850,769,-9.529411765
polestar.com,TRUE,NOT_FOUND,0,0,0,0,0,1,676,746,10.35502959
vibe.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,828,774,-6.52173913
thereformation.com,TRUE,NOT_FOUND,0,0,0,0,0,1,885,852,-3.728813559
wtae.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
rosewoodhotels.com,TRUE,NOT_FOUND,0,0,0,0,0,1,653,735,12.55742726
grubstreet.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
kay.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
lawyers.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
withjoy.com,TRUE,json_err,1---,1,1---,1,,,,,
intouchweekly.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
sportbible.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
wotblitz.com,TRUE,json_err,0,0,0,0,,,,,
wyff4.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
dailycamera.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
clevescene.com,TRUE,NOT_FOUND,1YNN,1,1YNN,1,,,,,
punchbowl.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,1052,738,-29.84790875
insidermonkey.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
purina.com,TRUE,NOT_FOUND,0,0,0,0,0,1,810,1104,36.2962963
wcnc.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
riverfronttimes.com,TRUE,NOT_FOUND,1YNN,1,1YNN,1,,,,,
jobs2web.com,TRUE,json_err,0,0,0,0,,,,,
arvest.com,TRUE,json_err,0,0,0,0,0,0,,,
myisolved.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wkrn.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,817,928,13.58629131
byd.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
babble.com,TRUE,json_err,1YNY,1,1YYY,1,,,739,841,13.80243572
news-journalonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
tenorshare.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
bleacherreport.net,TRUE,json_err,0,0,0,0,,,,,
jackhenry.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
newscorp.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
wwltv.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
outschool.com,TRUE,json_err,0,0,0,0,,,,,
zzounds.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
merrell.com,TRUE,NOT_FOUND,0,0,0,0,0,1,855,915,7.01754386
chairish.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pmc.com,TRUE,NOT_FOUND,0,0,0,0,0,1,773,745,-3.62225097
worldoftanks.com,TRUE,NOT_FOUND,0,0,0,0,0,1,486,268,-44.85596708
nbcolympics.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,895,698,-22.01117318
meaww.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
wreg.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,765,810,5.882352941
coherentpath.com,TRUE,json_err,0,0,0,0,,,,,
hellogenie.com,TRUE,json_err,0,0,0,0,,,,,
10tv.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
kutv.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
twitchy.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wineenthusiast.com,TRUE,json_err,0,0,0,0,,,,,
kendrascott.com,TRUE,NOT_FOUND,0,0,0,0,0,1,990,892,-9.898989899
wkbn.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,982,661,-32.68839104
betradar.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
tcpalm.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
charlottetilbury.com,TRUE,NOT_FOUND,0,0,0,0,0,1,773,676,-12.54851229
talentbrew.com,TRUE,TRUE,0,0,0,0,,,361,27,-92.52077562
ajmc.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
theupsstore.com,TRUE,json_err,0,0,0,0,0,1,763,763,0
scheels.com,TRUE,json_err,0,0,0,0,,,,,
financebuzz.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
qctimes.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,792,794,0.252525253
redflagdeals.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,1172,1062,-9.385665529
momondo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pressofatlanticcity.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,750,811,8.133333333
yellowbook.com,TRUE,NOT_FOUND,0,0,0,0,0,1,753,854,13.41301461
lifeextension.com,TRUE,TRUE,0,0,0,0,0,1,1044,1035,-0.862068966
pella.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
aflac.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
accuradio.com,TRUE,json_err,1---,1,1---,1,,,,,
disneynow.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
vive.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
techhive.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
uscellular.com,TRUE,NOT_FOUND,0,0,0,0,0,1,510,674,32.15686275
pilotflyingj.com,TRUE,NOT_FOUND,0,0,0,0,0,1,717,764,6.555090656
nextgov.com,TRUE,NOT_FOUND,1---,1,1YNY,1,,,,,
synonym.com,TRUE,json_err,1---,1,1---,1,0,0,,,
khon2.com,TRUE,NOT_FOUND,4,4,1YYN,1,0,1,670,700,4.47761194
breakingnewsbrief.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
missoulian.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,730,793,8.630136986
audiusa.com,TRUE,json_err,0,0,0,0,0,1,532,818,53.7593985
wpri.com,TRUE,NOT_FOUND,1YNN,1,4,4,0,1,171,327,91.22807018
cincpro.com,TRUE,NOT_FOUND,0,0,0,0,0,1,980,817,-16.63265306
metv.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
insideedition.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,836,628,-24.88038278
wtnh.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,842,747,-11.28266033
volkswagen.com,TRUE,json_err,0,0,0,0,,,,,
kawasaki.com,TRUE,json_err,1---,1,1---,1,0,1,679,705,3.82916053
planet.com,TRUE,NOT_FOUND,0,0,0,0,0,1,792,814,2.777777778
lehighvalleylive.com,TRUE,NOT_FOUND,1---,1,4,4,0,0,,,
holidayinn.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
newson6.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
rejuvenation.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
northland.net,TRUE,NOT_FOUND,0,0,0,0,,,,,
ramnode.com,TRUE,NOT_FOUND,0,0,0,0,0,1,778,872,12.08226221
abc4.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,850,743,-12.58823529
news.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
artforum.com,TRUE,json_err,1---,1,1---,1,0,1,681,705,3.524229075
viaplay.com,TRUE,NOT_FOUND,0,0,0,0,0,1,399,888,122.556391
wivb.com,TRUE,NOT_FOUND,4,4,1YYN,1,,,752,824,9.574468085
digitalmusicnews.com,TRUE,NOT_FOUND,1NNN,1,1NNN,1,,,,,
getjerry.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
consequenceofsound.net,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
usfoods.com,TRUE,NOT_FOUND,0,0,0,0,0,1,971,955,-1.647785788
trib.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,847,699,-17.47343566
houstonpress.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
billtrust.com,TRUE,NOT_FOUND,0,0,0,0,0,1,621,614,-1.127214171
theledger.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
siteplug.com,TRUE,NOT_FOUND,0,0,0,0,0,1,837,862,2.986857826
evo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ktvb.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
mmamania.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
citizen-times.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
deckers.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
contactout.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
conductor.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
zales.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wgrz.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
detnews.com,TRUE,json_err,1---,1,1---,1,,,,,
extratv.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
abc27.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
aplaceformom.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
allbirds.com,TRUE,TRUE,0,0,0,0,,,546,669,22.52747253
greensboro.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,885,955,7.90960452
hoopshype.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
discoverfinancial.com,TRUE,json_err,0,0,0,0,,,,,
teachertube.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
bluemountain.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
scholarships.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
mp3.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,744,830,11.55913978
constructconnect.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
automationanywhere.com,TRUE,NOT_FOUND,0,0,0,0,0,1,719,717,-0.278164117
adadapted.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
bdo.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
lifelock.com,TRUE,json_err,0,0,0,0,,,,,
mybeautybrides.net,TRUE,json_err,0,0,0,0,,,,,
dailybreeze.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
rci.com,TRUE,json_err,0,0,0,0,0,0,,,
storm8.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ketv.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
angel.com,TRUE,NOT_FOUND,1NNN,1,1NYN,1,,,867,884,1.960784314
saucony.com,TRUE,NOT_FOUND,0,0,0,0,0,1,715,914,27.83216783
ironplanet.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
rockethomes.com,TRUE,json_err,0,0,0,0,,,,,
exploredplanet.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
mediaalpha.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fxnetworks.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,0,1,856,789,-7.827102804
weatherhomeapp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
trk-architecto.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
greatclips.com,TRUE,NOT_FOUND,0,0,0,0,0,1,579,806,39.20552677
sigsauer.com,TRUE,json_err,0,0,0,0,,,,,
wd.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
dollarshaveclub.com,TRUE,json_err,0,0,0,0,,,,,
turnto10.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
apxor.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
milesplit.com,TRUE,json_err,1-N-,1,1-Y-,1,,,787,849,7.878017789
bitpay.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
standardandpoors.com,TRUE,json_err,0,0,0,0,,,,,
craftsy.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
dvdtalk.com,TRUE,NOT_FOUND,1---,1,1---,1,0,0,,,
511tactical.com,TRUE,NOT_FOUND,0,0,0,0,0,1,661,593,-10.28744327
viveport.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
markitondemand.com,TRUE,json_err,0,0,0,0,,,,,
itworld.com,TRUE,json_err,1---,1,1---,1,,,,,
breadpayments.com,TRUE,json_err,0,0,0,0,,,,,
cjonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
whats-mate.com,TRUE,json_err,0,0,0,0,,,,,
onlinesoccermanager.com,TRUE,json_err,0,0,0,0,,,,,
cbsinteractive.com,TRUE,json_err,1YNN,1,1YYN,1,,,987,768,-22.18844985
peekyou.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
upgrade.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
lucidmotors.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
lifeandstylemag.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
retentionscience.com,TRUE,json_err,0,0,0,0,,,,,
plangrid.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
drugstore.com,TRUE,json_err,0,0,0,0,,,,,
paysafe.com,TRUE,NOT_FOUND,0,0,0,0,0,1,697,756,8.464849354
instapundit.com,TRUE,json_err,0,0,0,0,,,,,
segmentnext.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
wwlp.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
sonesta.com,TRUE,NOT_FOUND,0,0,0,0,0,1,775,697,-10.06451613
paymentus.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
4imprint.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
nothingbundtcakes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
libertymutualgroup.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sonymusic.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
argusleader.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
greenvilleonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
psychiatrictimes.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
12news.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
autolist.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wgal.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
avasecurity.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pantagraph.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,666,789,18.46846847
andscape.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,0,1,888,686,-22.74774775
123greetings.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
abc10.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
ecco.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pjstar.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
roboforex.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sonarsource.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
registerguard.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
global.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pixilart.com,TRUE,json_err,0,0,0,0,,,,,
oralb.com,TRUE,NOT_FOUND,0,0,0,0,0,1,541,1097,102.7726433
life.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
bitdiscovery.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kens5.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
cantonrep.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
csiweb.com,TRUE,json_err,1---,1,1---,1,,,,,
motosport.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
participant.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
abc30.com,TRUE,json_err,0,0,0,0,,,,,
elpasotimes.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
seacoastonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
wate.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,743,1053,41.72274563
news-leader.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
staplesadvantage.com,TRUE,json_err,0,0,0,0,,,,,
tickpick.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
cagesideseats.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
mutualofomaha.com,TRUE,NOT_FOUND,0,0,0,0,0,1,540,871,61.2962963
sj-r.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
eyemedvisioncare.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
motorauthority.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,0,,,
wheeloffortune.com,TRUE,TRUE,0,0,0,0,,,681,643,-5.580029369
bombas.com,TRUE,NOT_FOUND,1YNN,1,1YNN,1,,,,,
wisn.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
solidgate.com,TRUE,json_err,0,0,0,0,,,,,
hammacher.com,TRUE,json_err,0,0,0,0,,,,,
adstir.com,TRUE,json_err,0,0,0,0,,,,,
cordcuttersnews.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
trk-amropode.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fjallraven.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
princesspolly.com,TRUE,NOT_FOUND,0,0,0,0,0,1,924,719,-22.18614719
veve.com,TRUE,NOT_FOUND,0,0,0,0,0,1,780,915,17.30769231
showclix.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
livingspaces.com,TRUE,TRUE,0,0,0,0,,,878,796,-9.339407745
20thcenturystudios.com,TRUE,json_err,1YNY,1,1YYY,1,0,1,673,700,4.011887073
boschsecurity.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
iseecars.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
factmonster.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
marketleader.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wzzm13.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
tmobile.com,TRUE,json_err,0,0,0,0,,,,,
autonation.com,TRUE,NOT_FOUND,0,0,0,0,0,1,831,826,-0.601684717
store-macys.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
jmbullion.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
netzero.net,TRUE,json_err,0,0,0,0,,,,,
rabbitmq.com,TRUE,NOT_FOUND,0,0,0,0,0,1,709,694,-2.115655853
cbs6albany.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
peopleenespanol.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
justfab.com,TRUE,TRUE,0,0,0,0,0,1,1020,830,-18.62745098
wdsu.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
openpath.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
news10.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
verabradley.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,910,558,-38.68131868
grantland.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
zagg.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,706,508,-28.04532578
totango.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
keloland.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
syncfusion.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ktvz.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
kmbc.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
